You Asked For the Following:,,,,,
Year           : From:1950 To: 2016,,,,,
State            : All States By State,,,,,
Species          : CRAB, BLUE,,,,
Year,State,Species,Metric Tons,Pounds,$
1980,Virginia,"CRAB, BLUE",17096.90,37691800.00,6794452.00
1980,Virginia,"CRAB, BLUE, PEELER",138.20,304600.00,200902.00
1980,Virginia,"CRAB, BLUE, SOFT AND PEELER",148.80,328100.00,466272.00
1981,Alabama,"CRAB, BLUE",1116.90,2462333.00,849922.00
1981,Connecticut,"CRAB, BLUE",0.00,0.00,4.00
1981,Delaware,"CRAB, BLUE",442.50,975500.00,251262.00
1981,Delaware,"CRAB, BLUE, SOFT AND PEELER",25.30,55800.00,80381.00
1981,Florida East Coast,"CRAB, BLUE",1580.20,3483817.00,794242.00
1981,Florida West Coast,"CRAB, BLUE",6707.60,14787653.00,3326535.00
1981,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",10.30,22631.00,14530.00
1981,Georgia,"CRAB, BLUE",5914.20,13038389.00,2462701.00
1981,Louisiana,"CRAB, BLUE",7364.90,16236642.00,4468921.00
1981,Louisiana,"CRAB, BLUE, SOFT AND PEELER",45.50,100398.00,238086.00
1981,Maryland,"CRAB, BLUE",26016.90,57356900.00,15570252.00
1981,Maryland,"CRAB, BLUE, SOFT AND PEELER",1060.60,2338300.00,2823668.00
1981,Mississippi,"CRAB, BLUE",846.70,1866550.00,518667.00
1981,New Jersey,"CRAB, BLUE",698.30,1539500.00,560885.00
1981,New Jersey,"CRAB, BLUE, PEELER",21.60,47700.00,49544.00
1981,New York,"CRAB, BLUE",14.90,32900.00,14145.00
1981,North Carolina,"CRAB, BLUE",17203.80,37927573.00,8172428.00
1981,North Carolina,"CRAB, BLUE, SOFT AND PEELER",35.30,77748.00,100860.00
1981,South Carolina,"CRAB, BLUE",2773.00,6113440.00,1543968.00
1981,Texas,"CRAB, BLUE",3153.40,6951964.00,1928408.00
1981,Virginia,"CRAB, BLUE",19071.00,42044000.00,8064175.00
1981,Virginia,"CRAB, BLUE, PEELER",78.60,173300.00,166763.00
1981,Virginia,"CRAB, BLUE, SOFT AND PEELER",185.70,409500.00,624558.00
1982,Alabama,"CRAB, BLUE",574.30,1266153.00,478987.00
1982,Connecticut,"CRAB, BLUE",0.00,0.00,7.00
1982,Delaware,"CRAB, BLUE",350.90,773500.00,284184.00
1982,Delaware,"CRAB, BLUE, SOFT AND PEELER",6.20,13700.00,29613.00
1982,Florida East Coast,"CRAB, BLUE",2446.40,5393364.00,1387313.00
1982,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",0.10,115.00,102.00
1982,Florida West Coast,"CRAB, BLUE",4023.80,8870850.00,2209057.00
1982,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",24.20,53452.00,51639.00
1982,Georgia,"CRAB, BLUE",5688.90,12541821.00,2325501.00
1982,Georgia,"CRAB, BLUE, PEELER",3.40,7487.00,8190.00
1982,Georgia,"CRAB, BLUE, SOFT",0.10,242.00,557.00
1982,Louisiana,"CRAB, BLUE",7840.10,17284250.00,4843471.00
1982,Louisiana,"CRAB, BLUE, SOFT AND PEELER",74.50,164198.00,431756.00
1982,Maryland,"CRAB, BLUE",18695.10,41215200.00,12743253.00
1982,Maryland,"CRAB, BLUE, SOFT AND PEELER",1110.20,2447500.00,3107455.00
1982,Mississippi,"CRAB, BLUE",588.40,1297100.00,347628.00
1982,New Jersey,"CRAB, BLUE",359.50,792500.00,274485.00
1982,New Jersey,"CRAB, BLUE, PEELER",4.40,9800.00,11402.00
1982,New York,"CRAB, BLUE",20.80,45800.00,23839.00
1982,North Carolina,"CRAB, BLUE",17330.30,38206327.00,7184748.00
1982,North Carolina,"CRAB, BLUE, SOFT AND PEELER",67.10,147959.00,295218.00
1982,South Carolina,"CRAB, BLUE",2863.50,6312769.00,1602355.00
1982,South Carolina,"CRAB, BLUE, SOFT AND PEELER",0.60,1393.00,4988.00
1982,Texas,"CRAB, BLUE",3633.30,8009874.00,2375003.00
1982,Virginia,"CRAB, BLUE",19970.80,44027700.00,9047196.00
1982,Virginia,"CRAB, BLUE, PEELER",219.00,482800.00,390523.00
1982,Virginia,"CRAB, BLUE, SOFT",1.90,4100.00,6905.00
1982,Virginia,"CRAB, BLUE, SOFT AND PEELER",150.80,332400.00,515735.00
1983,Alabama,"CRAB, BLUE",640.30,1411629.00,514405.00
1983,Delaware,"CRAB, BLUE",532.80,1174600.00,448637.00
1983,Delaware,"CRAB, BLUE, SOFT AND PEELER",5.30,11600.00,19548.00
1983,Florida East Coast,"CRAB, BLUE",3170.90,6990630.00,1927466.00
1983,Florida West Coast,"CRAB, BLUE",4235.40,9337318.00,2523599.00
1983,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",16.30,35831.00,79763.00
1983,Georgia,"CRAB, BLUE",5036.80,11104160.00,2667430.00
1983,Georgia,"CRAB, BLUE, SOFT",2.50,5489.00,14530.00
1983,Georgia,"CRAB, BLUE, SOFT AND PEELER",0.10,249.00,787.00
1983,Louisiana,"CRAB, BLUE",8897.80,19616001.00,6366172.00
1983,Louisiana,"CRAB, BLUE, SOFT AND PEELER",46.00,101497.00,290017.00
1983,Maryland,"CRAB, BLUE",22049.40,48610000.00,17104638.00
1983,Maryland,"CRAB, BLUE, SOFT AND PEELER",1750.90,3860100.00,5461686.00
1983,Mississippi,"CRAB, BLUE",517.00,1139690.00,331611.00
1983,New Jersey,"CRAB, BLUE",535.30,1180100.00,518782.00
1983,New Jersey,"CRAB, BLUE, PEELER",8.00,17600.00,25120.00
1983,New York,"CRAB, BLUE",60.40,133100.00,58474.00
1983,North Carolina,"CRAB, BLUE",15735.00,34689455.00,8444863.00
1983,North Carolina,"CRAB, BLUE, SOFT AND PEELER",39.50,87101.00,187754.00
1983,South Carolina,"CRAB, BLUE",2537.00,5593122.00,1610346.00
1983,South Carolina,"CRAB, BLUE, SOFT AND PEELER",1.70,3691.00,16889.00
1983,Texas,"CRAB, BLUE",4004.80,8829079.00,3250158.00
1983,Virginia,"CRAB, BLUE",20912.70,46104200.00,11042861.00
1983,Virginia,"CRAB, BLUE, PEELER",283.70,625400.00,785146.00
1983,Virginia,"CRAB, BLUE, SOFT",14.50,31900.00,61586.00
1983,Virginia,"CRAB, BLUE, SOFT AND PEELER",37.50,82700.00,76421.00
1984,Alabama,"CRAB, BLUE",1912.50,4216325.00,1373863.00
1984,Connecticut,"CRAB, BLUE",0.20,400.00,160.00
1984,Delaware,"CRAB, BLUE",497.40,1096500.00,434992.00
1984,Delaware,"CRAB, BLUE, SOFT AND PEELER",18.00,39700.00,64096.00
1984,Florida East Coast,"CRAB, BLUE",3055.80,6736811.00,2072443.00
1984,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",0.40,915.00,2393.00
1984,Florida West Coast,"CRAB, BLUE",5857.00,12912367.00,3196927.00
1984,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",12.50,27563.00,78724.00
1984,Georgia,"CRAB, BLUE",4639.50,10228314.00,2239343.00
1984,Georgia,"CRAB, BLUE, PEELER",8.90,19608.00,17126.00
1984,Georgia,"CRAB, BLUE, SOFT",2.30,5083.00,13219.00
1984,Louisiana,"CRAB, BLUE",13434.20,29617038.00,8191711.00
1984,Louisiana,"CRAB, BLUE, SOFT AND PEELER",34.00,75029.00,203291.00
1984,Maryland,"CRAB, BLUE",21229.20,46801800.00,16023444.00
1984,Maryland,"CRAB, BLUE, SOFT AND PEELER",893.00,1968700.00,4053624.00
1984,Mississippi,"CRAB, BLUE",1020.70,2250342.00,639671.00
1984,New Jersey,"CRAB, BLUE",763.90,1684200.00,701091.00
1984,New Jersey,"CRAB, BLUE, PEELER",13.70,30200.00,40980.00
1984,New York,"CRAB, BLUE",60.80,134100.00,69069.00
1984,North Carolina,"CRAB, BLUE",14737.70,32490769.00,6664731.00
1984,North Carolina,"CRAB, BLUE, SOFT AND PEELER",90.60,199771.00,276302.00
1984,South Carolina,"CRAB, BLUE",1916.90,4225993.00,1242701.00
1984,South Carolina,"CRAB, BLUE, SOFT AND PEELER",4.40,9764.00,49327.00
1984,Texas,"CRAB, BLUE",3278.90,7228588.00,2252176.00
1984,Virginia,"CRAB, BLUE",22436.70,49464000.00,11135400.00
1984,Virginia,"CRAB, BLUE, PEELER",401.30,884700.00,1012418.00
1984,Virginia,"CRAB, BLUE, SOFT",17.80,39300.00,53019.00
1984,Virginia,"CRAB, BLUE, SOFT AND PEELER",21.00,46200.00,42071.00
1985,Alabama,"CRAB, BLUE",1025.50,2260840.00,829979.00
1985,Connecticut,"CRAB, BLUE",0.20,400.00,160.00
1985,Delaware,"CRAB, BLUE",1270.60,2801100.00,982473.00
1985,Delaware,"CRAB, BLUE, SOFT AND PEELER",17.50,38500.00,62199.00
1985,Florida East Coast,"CRAB, BLUE",1682.70,3709606.00,1263758.00
1985,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",1.20,2678.00,4544.00
1985,Florida West Coast,"CRAB, BLUE",5567.00,12273006.00,3112569.00
1985,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",7.70,17073.00,47215.00
1985,Georgia,"CRAB, BLUE",3775.90,8324368.00,1957750.00
1985,Georgia,"CRAB, BLUE, PEELER",3.10,6797.00,7837.00
1985,Georgia,"CRAB, BLUE, SOFT",2.50,5618.00,19437.00
1985,Louisiana,"CRAB, BLUE",13539.20,29848488.00,8386794.00
1985,Louisiana,"CRAB, BLUE, SOFT AND PEELER",37.20,82102.00,199600.00
1985,Maryland,"CRAB, BLUE",25163.90,55476400.00,17957943.00
1985,Maryland,"CRAB, BLUE, SOFT AND PEELER",1339.60,2953300.00,6054064.00
1985,Mississippi,"CRAB, BLUE",747.90,1648901.00,538024.00
1985,New Jersey,"CRAB, BLUE",1045.90,2305800.00,978003.00
1985,New Jersey,"CRAB, BLUE, PEELER",46.00,101400.00,142767.00
1985,New York,"CRAB, BLUE",127.00,280070.00,134712.00
1985,North Carolina,"CRAB, BLUE",13303.80,29329547.00,6089982.00
1985,North Carolina,"CRAB, BLUE, SOFT AND PEELER",147.90,326163.00,347841.00
1985,South Carolina,"CRAB, BLUE",2018.20,4449297.00,1301619.00
1985,South Carolina,"CRAB, BLUE, SOFT AND PEELER",2.50,5455.00,25443.00
1985,Texas,"CRAB, BLUE",4409.90,9721960.00,3309449.00
1985,Virginia,"CRAB, BLUE",18476.40,40733180.00,8434209.00
1985,Virginia,"CRAB, BLUE, PEELER",474.40,1045800.00,1081267.00
1985,Virginia,"CRAB, BLUE, SOFT",24.00,52900.00,63557.00
1985,Virginia,"CRAB, BLUE, SOFT AND PEELER",33.30,73500.00,74094.00
1986,Alabama,"CRAB, BLUE",1309.20,2886211.00,949531.00
1986,Connecticut,"CRAB, BLUE",0.00,100.00,40.00
1986,Delaware,"CRAB, BLUE",1409.30,3107000.00,1031311.00
1986,Delaware,"CRAB, BLUE, SOFT AND PEELER",37.50,82600.00,136892.00
1986,Florida East Coast,"CRAB, BLUE",1363.10,3005159.00,1121094.00
1986,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",0.20,374.00,935.00
1986,Florida West Coast,"CRAB, BLUE",3467.40,7644267.00,2414198.00
1986,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",4.30,9407.00,28420.00
1986,Georgia,"CRAB, BLUE",3004.20,6623137.00,1930509.00
1986,Georgia,"CRAB, BLUE, PEELER",2.50,5454.00,6017.00
1986,Georgia,"CRAB, BLUE, SOFT",3.70,8220.00,40870.00
1986,Louisiana,"CRAB, BLUE",14338.60,31610887.00,9301204.00
1986,Louisiana,"CRAB, BLUE, SOFT AND PEELER",36.00,79385.00,180697.00
1986,Maryland,"CRAB, BLUE",21821.60,48107900.00,18192796.00
1986,Maryland,"CRAB, BLUE, SOFT AND PEELER",954.50,2104300.00,3715593.00
1986,Mississippi,"CRAB, BLUE",591.00,1302812.00,469907.00
1986,New Jersey,"CRAB, BLUE",1183.90,2610100.00,1195576.00
1986,New Jersey,"CRAB, BLUE, PEELER",40.80,90000.00,111607.00
1986,New York,"CRAB, BLUE",65.30,143900.00,70137.00
1986,North Carolina,"CRAB, BLUE",10505.20,23159779.00,5429534.00
1986,North Carolina,"CRAB, BLUE, SOFT",14.30,31612.00,65926.00
1986,North Carolina,"CRAB, BLUE, SOFT AND PEELER",255.80,563856.00,618896.00
1986,South Carolina,"CRAB, BLUE",2699.30,5950894.00,1740245.00
1986,South Carolina,"CRAB, BLUE, SOFT AND PEELER",26.90,59311.00,106683.00
1986,Texas,"CRAB, BLUE",4301.00,9481932.00,3170432.00
1986,Virginia,"CRAB, BLUE",17022.30,37527300.00,9090401.00
1986,Virginia,"CRAB, BLUE, PEELER",303.50,669000.00,686300.00
1986,Virginia,"CRAB, BLUE, SOFT",18.70,41300.00,78003.00
1986,Virginia,"CRAB, BLUE, SOFT AND PEELER",17.50,38600.00,38381.00
1987,Alabama,"CRAB, BLUE",1132.10,2495818.00,1004974.00
1987,Connecticut,"CRAB, BLUE",0.40,900.00,450.00
1987,Delaware,"CRAB, BLUE",1757.10,3873800.00,1151724.00
1987,Delaware,"CRAB, BLUE, SOFT AND PEELER",19.60,43100.00,65044.00
1987,Florida East Coast,"CRAB, BLUE",3590.00,7914500.00,2751101.00
1987,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",1.30,2810.00,8225.00
1987,Florida West Coast,"CRAB, BLUE",4723.30,10412930.00,4067811.00
1987,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",5.30,11718.00,39049.00
1987,Florida Inland Lakes,"CRAB, BLUE",4.00,8714.00,3226.00
1987,Georgia,"CRAB, BLUE",2843.00,6267748.00,1856664.00
1987,Georgia,"CRAB, BLUE, PEELER",4.50,9933.00,8887.00
1987,Georgia,"CRAB, BLUE, SOFT",5.70,12585.00,49446.00
1987,Louisiana,"CRAB, BLUE",23743.50,52344886.00,20133987.00
1987,Louisiana,"CRAB, BLUE, SOFT AND PEELER",63.10,139080.00,371952.00
1987,Maryland,"CRAB, BLUE",20063.40,44231800.00,20055018.00
1987,Maryland,"CRAB, BLUE, SOFT AND PEELER",864.90,1906700.00,4800367.00
1987,Mississippi,"CRAB, BLUE",623.30,1374048.00,479793.00
1987,New Jersey,"CRAB, BLUE",1292.60,2849600.00,1419168.00
1987,New Jersey,"CRAB, BLUE, PEELER",33.70,74200.00,89103.00
1987,New York,"CRAB, BLUE",140.70,310165.00,183766.00
1987,North Carolina,"CRAB, BLUE",14406.40,31760413.00,7345210.00
1987,North Carolina,"CRAB, BLUE, SOFT",232.20,511853.00,2005702.00
1987,North Carolina,"CRAB, BLUE, SOFT AND PEELER",67.60,148938.00,242735.00
1987,South Carolina,"CRAB, BLUE",2448.00,5396779.00,2094341.00
1987,South Carolina,"CRAB, BLUE, SOFT AND PEELER",11.80,25956.00,51912.00
1987,Texas,"CRAB, BLUE",5301.50,11687671.00,4471153.00
1987,Virginia,"CRAB, BLUE",14536.20,32046500.00,9063908.00
1987,Virginia,"CRAB, BLUE, PEELER",192.50,424400.00,522222.00
1987,Virginia,"CRAB, BLUE, SOFT",22.40,49400.00,145354.00
1987,Virginia,"CRAB, BLUE, SOFT AND PEELER",18.30,40300.00,65930.00
1988,Alabama,"CRAB, BLUE",1755.20,3869458.00,1551395.00
1988,Connecticut,"CRAB, BLUE",1.20,2600.00,1300.00
1988,Delaware,"CRAB, BLUE",1760.50,3881200.00,1748899.00
1988,Delaware,"CRAB, BLUE, SOFT AND PEELER",71.20,157000.00,307734.00
1988,Florida East Coast,"CRAB, BLUE",2166.10,4775477.00,2034076.00
1988,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",10.90,23952.00,64806.00
1988,Florida West Coast,"CRAB, BLUE",4710.80,10385527.00,3750826.00
1988,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",7.80,17257.00,45073.00
1988,Florida Inland Lakes,"CRAB, BLUE",43.80,96496.00,39067.00
1988,Georgia,"CRAB, BLUE",3809.80,8399140.00,3073441.00
1988,Georgia,"CRAB, BLUE, PEELER",14.50,31980.00,103235.00
1988,Georgia,"CRAB, BLUE, SOFT",8.70,19265.00,93907.00
1988,Louisiana,"CRAB, BLUE",24292.20,53554485.00,21447335.00
1988,Louisiana,"CRAB, BLUE, SOFT AND PEELER",73.70,162504.00,439912.00
1988,Maryland,"CRAB, BLUE",20052.10,44206900.00,20249286.00
1988,Maryland,"CRAB, BLUE, SOFT AND PEELER",525.40,1158400.00,2256984.00
1988,Mississippi,"CRAB, BLUE",391.40,862872.00,327109.00
1988,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.20,523.00,947.00
1988,New Jersey,"CRAB, BLUE",2210.00,4872200.00,2233014.00
1988,New Jersey,"CRAB, BLUE, PEELER",108.00,238100.00,320317.00
1988,New York,"CRAB, BLUE",93.20,205360.00,131260.00
1988,North Carolina,"CRAB, BLUE",15937.70,35136232.00,10211661.00
1988,North Carolina,"CRAB, BLUE, PEELER",48.40,106651.00,213302.00
1988,North Carolina,"CRAB, BLUE, SOFT",114.60,252634.00,506508.00
1988,North Carolina,"CRAB, BLUE, SOFT AND PEELER",49.40,108906.00,201593.00
1988,South Carolina,"CRAB, BLUE",3114.30,6865740.00,3085499.00
1988,South Carolina,"CRAB, BLUE, SOFT AND PEELER",14.40,31745.00,64762.00
1988,Texas,"CRAB, BLUE",4730.20,10428182.00,4325551.00
1988,Virginia,"CRAB, BLUE",16432.00,36225900.00,11750455.00
1988,Virginia,"CRAB, BLUE, PEELER",83.80,184700.00,188695.00
1988,Virginia,"CRAB, BLUE, SOFT",3.80,8300.00,31723.00
1988,Virginia,"CRAB, BLUE, SOFT AND PEELER",423.80,934300.00,1411874.00
1989,Alabama,"CRAB, BLUE",1855.40,4090476.00,1735000.00
1989,Delaware,"CRAB, BLUE",2355.30,5192400.00,2125116.00
1989,Delaware,"CRAB, BLUE, SOFT AND PEELER",53.10,117000.00,300924.00
1989,Florida East Coast,"CRAB, BLUE",2065.60,4553920.00,2449594.00
1989,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",15.60,34317.00,114320.00
1989,Florida West Coast,"CRAB, BLUE",3700.70,8158507.00,3182919.00
1989,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",17.60,38876.00,140417.00
1989,Florida Inland Lakes,"CRAB, BLUE",117.10,258217.00,109191.00
1989,Georgia,"CRAB, BLUE",3309.70,7296666.00,2337248.00
1989,Georgia,"CRAB, BLUE, PEELER",16.90,37200.00,52606.00
1989,Georgia,"CRAB, BLUE, SOFT",11.90,26169.00,129490.00
1989,Louisiana,"CRAB, BLUE",15145.60,33390070.00,14781213.00
1989,Louisiana,"CRAB, BLUE, SOFT AND PEELER",78.20,172477.00,421677.00
1989,Maryland,"CRAB, BLUE",20598.80,45412100.00,22732461.00
1989,Maryland,"CRAB, BLUE, SOFT AND PEELER",568.60,1253500.00,4128589.00
1989,Mississippi,"CRAB, BLUE",295.10,650579.00,287497.00
1989,Mississippi,"CRAB, BLUE, SOFT AND PEELER",8.50,18787.00,46893.00
1989,New Jersey,"CRAB, BLUE",2495.40,5501300.00,2603623.00
1989,New Jersey,"CRAB, BLUE, PEELER",81.10,178900.00,236220.00
1989,New York,"CRAB, BLUE",297.00,654700.00,388713.00
1989,North Carolina,"CRAB, BLUE",15393.30,33935992.00,8790304.00
1989,North Carolina,"CRAB, BLUE, SOFT",2.20,4760.00,13592.00
1989,North Carolina,"CRAB, BLUE, SOFT AND PEELER",355.60,783921.00,1553706.00
1989,South Carolina,"CRAB, BLUE",2586.40,5701903.00,2520564.00
1989,South Carolina,"CRAB, BLUE, SOFT AND PEELER",23.80,52554.00,95712.00
1989,Texas,"CRAB, BLUE",4138.30,9123291.00,3972466.00
1989,Virginia,"CRAB, BLUE",19615.60,43244500.00,12316589.00
1989,Virginia,"CRAB, BLUE, PEELER",428.20,943900.00,1451559.00
1989,Virginia,"CRAB, BLUE, SOFT",108.50,239200.00,882295.00
1989,Virginia,"CRAB, BLUE, SOFT AND PEELER",57.30,126400.00,211407.00
1990,Alabama,"CRAB, BLUE",1498.20,3302889.00,1264543.00
1990,Connecticut,"CRAB, BLUE",0.50,1171.00,586.00
1990,Delaware,"CRAB, BLUE",3178.30,7006800.00,2758009.00
1990,Delaware,"CRAB, BLUE, SOFT AND PEELER",88.70,195500.00,331564.00
1990,Florida East Coast,"CRAB, BLUE",3160.80,6968386.00,4175533.00
1990,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",21.50,47387.00,119266.00
1990,Florida West Coast,"CRAB, BLUE",3119.90,6878103.00,3138769.00
1990,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",16.70,36775.00,98293.00
1990,Florida Inland Lakes,"CRAB, BLUE",113.00,249040.00,125733.00
1990,Georgia,"CRAB, BLUE",3223.00,7105524.00,2222917.00
1990,Georgia,"CRAB, BLUE, PEELER",14.60,32267.00,48956.00
1990,Georgia,"CRAB, BLUE, SOFT",10.30,22784.00,118124.00
1990,Louisiana,"CRAB, BLUE",17638.80,38886408.00,14209327.00
1990,Louisiana,"CRAB, BLUE, SOFT AND PEELER",113.10,249325.00,621389.00
1990,Maryland,"CRAB, BLUE",23036.50,50786161.00,21570207.00
1990,Maryland,"CRAB, BLUE, PEELER",8.20,18159.00,19744.00
1990,Maryland,"CRAB, BLUE, SOFT AND PEELER",715.20,1576660.00,4399070.00
1990,Mississippi,"CRAB, BLUE",177.00,390284.00,169065.00
1990,Mississippi,"CRAB, BLUE, SOFT AND PEELER",1.80,3944.00,7413.00
1990,New Jersey,"CRAB, BLUE",2051.50,4522699.00,1996876.00
1990,New Jersey,"CRAB, BLUE, PEELER",143.80,316946.00,284829.00
1990,New York,"CRAB, BLUE",232.60,512715.00,269438.00
1990,North Carolina,"CRAB, BLUE",16776.40,36985206.00,9156390.00
1990,North Carolina,"CRAB, BLUE, PEELER",16.70,36870.00,18437.00
1990,North Carolina,"CRAB, BLUE, SOFT",4.20,9231.00,23464.00
1990,North Carolina,"CRAB, BLUE, SOFT AND PEELER",471.30,1039021.00,2095041.00
1990,South Carolina,"CRAB, BLUE",2358.00,5198451.00,2784931.00
1990,South Carolina,"CRAB, BLUE, SOFT AND PEELER",8.50,18631.00,38467.00
1990,Texas,"CRAB, BLUE",3900.30,8598652.00,3295038.00
1990,Virginia,"CRAB, BLUE",22229.30,49006688.00,15633916.00
1990,Virginia,"CRAB, BLUE, PEELER",431.20,950641.00,1220103.00
1990,Virginia,"CRAB, BLUE, SOFT",69.40,152940.00,571392.00
1990,Virginia,"CRAB, BLUE, SOFT AND PEELER",3.70,8256.00,12122.00
1991,Alabama,"CRAB, BLUE",1238.80,2731120.00,942256.00
1991,Connecticut,"CRAB, BLUE",0.50,1200.00,600.00
1991,Delaware,"CRAB, BLUE",3068.50,6764900.00,2482275.00
1991,Delaware,"CRAB, BLUE, SOFT AND PEELER",11.10,24400.00,61000.00
1991,Florida East Coast,"CRAB, BLUE",2036.90,4490650.00,2453130.00
1991,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",26.50,58426.00,195975.00
1991,Florida West Coast,"CRAB, BLUE",2364.60,5212938.00,2763435.00
1991,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",10.00,22029.00,66483.00
1991,Florida Inland Lakes,"CRAB, BLUE",118.70,261625.00,139684.00
1991,Georgia,"CRAB, BLUE",3142.40,6927785.00,1976355.00
1991,Georgia,"CRAB, BLUE, PEELER",13.10,28883.00,42072.00
1991,Georgia,"CRAB, BLUE, SOFT",9.60,21210.00,97012.00
1991,Louisiana,"CRAB, BLUE",23173.10,51087511.00,17467807.00
1991,Louisiana,"CRAB, BLUE, SOFT AND PEELER",90.80,200161.00,298105.00
1991,Maryland,"CRAB, BLUE",22569.30,49756236.00,18912550.00
1991,Maryland,"CRAB, BLUE, PEELER",9.20,20242.00,17293.00
1991,Maryland,"CRAB, BLUE, SOFT AND PEELER",822.10,1812299.00,4314992.00
1991,Mississippi,"CRAB, BLUE",205.80,453745.00,160469.00
1991,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.90,1939.00,4479.00
1991,New Jersey,"CRAB, BLUE",2232.60,4922077.00,2138588.00
1991,New Jersey,"CRAB, BLUE, PEELER",22.50,49524.00,51277.00
1991,New York,"CRAB, BLUE",370.80,817545.00,441034.00
1991,North Carolina,"CRAB, BLUE",18631.10,41074063.00,9154358.00
1991,North Carolina,"CRAB, BLUE, PEELER",21.80,48101.00,18559.00
1991,North Carolina,"CRAB, BLUE, SOFT",9.30,20411.00,43862.00
1991,North Carolina,"CRAB, BLUE, SOFT AND PEELER",311.70,687101.00,1326719.00
1991,South Carolina,"CRAB, BLUE",2488.50,5486145.00,2519322.00
1991,South Carolina,"CRAB, BLUE, SOFT AND PEELER",5.10,11317.00,24280.00
1991,Texas,"CRAB, BLUE",2777.50,6123207.00,2271307.00
1991,Virginia,"CRAB, BLUE",19768.10,43580734.00,10266191.00
1991,Virginia,"CRAB, BLUE, PEELER",355.60,784033.00,842366.00
1991,Virginia,"CRAB, BLUE, SOFT",56.10,123661.00,479269.00
1991,Virginia,"CRAB, BLUE, SOFT AND PEELER",197.50,435426.00,403212.00
1992,Alabama,"CRAB, BLUE",1610.10,3549715.00,1464938.00
1992,Alabama,"CRAB, BLUE, SOFT AND PEELER",0.30,655.00,1696.00
1992,Connecticut,"CRAB, BLUE",2.50,5500.00,2750.00
1992,Delaware,"CRAB, BLUE",2047.00,4512800.00,1945376.00
1992,Delaware,"CRAB, BLUE, SOFT AND PEELER",200.50,442000.00,654160.00
1992,Florida East Coast,"CRAB, BLUE",2774.50,6116634.00,2682169.00
1992,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",17.30,38229.00,209025.00
1992,Florida West Coast,"CRAB, BLUE",3455.90,7618951.00,3570920.00
1992,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",15.70,34681.00,184021.00
1992,Florida Inland Lakes,"CRAB, BLUE",108.30,238838.00,106909.00
1992,Georgia,"CRAB, BLUE",3949.80,8707692.00,2989278.00
1992,Georgia,"CRAB, BLUE, PEELER",16.00,35234.00,50728.00
1992,Georgia,"CRAB, BLUE, SOFT",12.80,28181.00,152313.00
1992,Louisiana,"CRAB, BLUE",23470.80,51743736.00,26665879.00
1992,Louisiana,"CRAB, BLUE, SOFT AND PEELER",109.00,240402.00,532184.00
1992,Maryland,"CRAB, BLUE",13233.30,29174069.00,14930465.00
1992,Maryland,"CRAB, BLUE, PEELER",13.80,30533.00,51292.00
1992,Maryland,"CRAB, BLUE, SOFT AND PEELER",455.80,1004940.00,2624107.00
1992,Mississippi,"CRAB, BLUE",201.00,443165.00,207356.00
1992,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.80,1727.00,2512.00
1992,New Jersey,"CRAB, BLUE",2793.00,6157459.00,3248324.00
1992,New Jersey,"CRAB, BLUE, PEELER",168.80,372182.00,371688.00
1992,New York,"CRAB, BLUE",347.30,765565.00,447033.00
1992,North Carolina,"CRAB, BLUE",18374.00,40507415.00,12836836.00
1992,North Carolina,"CRAB, BLUE, PEELER",67.50,148816.00,62171.00
1992,North Carolina,"CRAB, BLUE, SOFT",86.60,190926.00,381986.00
1992,North Carolina,"CRAB, BLUE, SOFT AND PEELER",100.30,221217.00,552747.00
1992,South Carolina,"CRAB, BLUE",3276.90,7224285.00,3499316.00
1992,South Carolina,"CRAB, BLUE, SOFT AND PEELER",10.10,22259.00,49560.00
1992,Texas,"CRAB, BLUE",2794.50,6160647.00,2784206.00
1992,Virginia,"CRAB, BLUE",10573.10,23309460.00,9058840.00
1992,Virginia,"CRAB, BLUE, PEELER",131.80,290505.00,539359.00
1992,Virginia,"CRAB, BLUE, SOFT",103.60,228324.00,855074.00
